building_id,puma,income,is_care,annual_kwh,scaling_factor,e_tou_c_bill,e_tou_c_f_bill,F0_WF0_ROE0_bill,F0_WF0_ROE1.0_bill,F0_WF1_ROE0_bill,F50_WF0_ROE0_bill,F50_WF1_ROE1.0_bill,F100_WF0_ROE0_bill,assigned_pv,assigned_battery,assigned_ev,assigned_hp,ev_daily_miles,baseline_gas_therms,gas_savings_therms,pv_size_kw_s2,grid_import_kwh_s2_pv_stor,grid_export_kwh_s2_pv_stor,export_value_s2_pv_stor,self_consumption_kwh_s2_pv_stor,self_sufficiency_s2_pv_stor,F0_WF0_ROE0_bill_s2_pv_stor,F0_WF0_ROE1.0_bill_s2_pv_stor,F0_WF1_ROE0_bill_s2_pv_stor,F50_WF0_ROE0_bill_s2_pv_stor,F50_WF1_ROE1.0_bill_s2_pv_stor,F100_WF0_ROE0_bill_s2_pv_stor,e_tou_c_bill_s2_pv_stor,e_tou_c_f_bill_s2_pv_stor,grid_import_kwh_s1_ev,grid_export_kwh_s1_ev,export_value_s1_ev,self_consumption_kwh_s1_ev,self_sufficiency_s1_ev,F0_WF0_ROE0_bill_s1_ev,F0_WF0_ROE1.0_bill_s1_ev,F0_WF1_ROE0_bill_s1_ev,F50_WF0_ROE0_bill_s1_ev,F50_WF1_ROE1.0_bill_s1_ev,F100_WF0_ROE0_bill_s1_ev,e_tou_c_bill_s1_ev,e_tou_c_f_bill_s1_ev,pv_size_kw_s3,grid_import_kwh_s3_pv_stor_ev,grid_export_kwh_s3_pv_stor_ev,export_value_s3_pv_stor_ev,self_consumption_kwh_s3_pv_stor_ev,self_sufficiency_s3_pv_stor_ev,F0_WF0_ROE0_bill_s3_pv_stor_ev,F0_WF0_ROE1.0_bill_s3_pv_stor_ev,F0_WF1_ROE0_bill_s3_pv_stor_ev,F50_WF0_ROE0_bill_s3_pv_stor_ev,F50_WF1_ROE1.0_bill_s3_pv_stor_ev,F100_WF0_ROE0_bill_s3_pv_stor_ev,e_tou_c_bill_s3_pv_stor_ev,e_tou_c_f_bill_s3_pv_stor_ev,annual_kwh_s3
100045,G06009705,medium,False,5205.654,0.8624372092015187,2018.1803833299994,2027.1097057100017,2018.1148252,1994.0259337000005,1425.3577909000003,2454.8315527,1577.3890187000002,2891.9173528,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100051,G06008512,low,True,6960.434,0.8079209467363546,1926.4409767200023,1729.465697757,1926.3725574599998,1905.16955954,1404.3936809499999,1638.9747675600001,1267.6444419700001,1351.87520835,1,1,0,1,0.0,73.85966852992888,73.85966852992888,4.0,2595.9534336499523,2623.354017454802,1772.1426829509285,4695.43167466155,0.6745889228547458,0.0,0.0,0.0,263.4528,106.116,526.9044,0.0,73.32864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100080,G06008302,high,False,7938.257,0.7762566405843095,3421.7949390899958,3235.555240379999,3421.6793675999998,3384.5339688999998,2507.3128466999997,3519.0283420999995,2509.7457977999998,3616.9138058,0,0,1,0,10.098673448995061,71.77115030113917,71.77115030113917,,,,,,,,,,,,,,,9166.9289362944,0.0,0.0,0.0,0.0,3972.0382197131294,3929.45502198329,2923.9066900424295,3928.218511314517,2864.0863686660873,3885.0066560749565,3972.169242173496,3703.5716635736867,,,,,,,,,,,,,,,
100088,G06008505,high,False,4662.001,0.8079209467363546,1816.2655657299988,1849.6333066999982,1816.2114993999999,1794.907659,1292.1102525000001,2325.3738828,1476.0698960999998,2834.8651153,1,1,1,0,15.238619846258029,31.86292413669084,31.86292413669084,4.0,1417.0100779743148,3731.9532551961274,1998.3535049912766,3586.8324369202237,0.7693761620643632,0.0,0.0,0.0,1062.3084,427.8876,2124.6168,0.0,295.15596,6516.033081294727,0.0,0.0,0.0,0.0,2646.6878355973486,2617.1785063641296,1920.7388779377816,2942.830568074499,2010.7600494955277,3239.409835898561,2646.765217015712,2555.857187576532,4.0,2145.827911046123,2583.325344655165,1838.9354056607972,4735.460347461187,0.7267397645747153,0.0,0.0,0.0,1062.3084,427.8876,2124.6168,0.0,295.15596,6516.033081294727
100112,G06008101,low,True,7738.125,0.7640705232624861,2170.5917371905,1930.7298705029964,2170.5327625799996,2147.5017058949998,1603.926259715,1835.9808276549998,1446.3344790799997,1501.78253046,1,1,0,0,0.0,99.77669645790884,99.77669645790884,4.0,2979.226713045082,2334.4722411942353,1786.3904225285385,5104.859055225643,0.6597023252048323,0.0,0.0,0.0,263.4528,106.116,526.9044,0.0,73.32864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100128,G06001902,low,True,6389.996999999999,0.9082432929445241,1631.1614808124996,1470.368474866002,1631.111310335,1612.06302569,1162.4582714549997,1399.94640721,1050.4623682249999,1169.0703556,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100171,G06007902,medium,False,5546.842,0.8079209467363546,2255.0987956299964,2229.155644369996,2255.0289759999996,2229.3954285,1624.2596516999997,2651.6276666999997,1758.6007147,3048.6188896,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100286,G06007508,medium,False,2334.996,0.7640705232624861,856.4063417399996,1028.3445628200002,856.3790732400003,845.7117914400001,593.9476905400002,1641.7134598399998,899.69491844,2427.2117683399997,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,G06001311,high,False,5310.342000000001,0.8960338247617118,2116.4517256999998,2106.3611694400033,2116.3890902000003,2092.1200880000006,1519.3275489000002,2548.5526408,1669.3344132000002,2981.0868071,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100304,G06009903,medium,False,3721.251,0.8960338247617118,1453.3830731299968,1549.589867979998,1453.3174986200002,1435.63115312,1017.72142642,2055.96951792,1242.97794882,2658.85196832,1,1,0,0,0.0,35.33629109336536,35.33629109336536,4.0,1392.5033799673706,4836.590249001843,2045.6850961275422,2633.897660562323,0.7077989795803408,0.0,0.0,0.0,1062.3084,427.8876,2124.6168,0.0,295.15596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
