ExternalReference,climatezone,dac,age,gender,income,education,race,ideology,born_us,employment,home_type,household_numpeople,home_own,home_area,home_age,charging_work,rangeanxiety,vehicle_next_used,vehicle_num,primary_heating_type,primary_cooling_type,hotwater_energy,hotwater_nextelec,heatpump_direct,therm_summer,therm_winter,ac_unit_number,kitchen_range_type,induction_direct,heating_cost_burden,elec_savemoney,elec_health,elec_safety,upfrontpayback,lowincome_sup,outage_impact,outage_generatorown,outage_generatorplan,elec_avail,hvac_avail,ccinsure_lost,solstor_wtp_dv,ev_wtp_pc,heatpump_wtp_pc,induction_dv,PV,PS,EV,HP,IC,yale_worried,cclive,ccpastmove,ccfuturemove,homevac,ccmove_where,charging_access,charging_5mile_r,charging_5mile_f,previous_heating_type,electrification,peer_EV,peer_IC,peer_HP,peer_PV,cost_combo_winter_final,cost_combo_summer_final,vehicle_comb_miles,ccinsure_both,pid_composite,future_EV_0,future_EV_low,future_EV_high,future_PV,future_PS_0,future_PS_low,future_PS_high,future_HP_0,future_HP_low,future_HP_high,future_IC_0,future_IC_low,future_IC_high,wt_ca,tractid
BAGRT,9,0,70,Male,225000,some college,White,3,1,1,SF,2,1,1750,BrandNew,0,450,1,2,Gas,Central,Gas,0,0,7,3,NA,Gas,0,5,1,3,2,0,0,2,0,2,4,4,0,30000,20000,NA,NA,0,0,0,0,0,1,1,1,1,1,1,none,0,0,Gas,Full_fossil,neighbor,none,none,none,150,150,28750,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693304817912729,06111000303
UXESF,14,1,70,Male,95000,some college,White,5,1,0,SF,8,0,2250,Older,0,250,0,2,Not know,Central,Elec,NA,NA,7,7,NA,Elec,NA,2,3,4,3,1,1,2,0,3,3,3,0,NA,10000,NA,NA,0,0,0,0,1,3,2,2,2,1,0,none,1,0,Not know,No_prefer,none,peer,none,none,NA,NA,27500,1,3,0,0,0,0,0,0,0,NA,NA,NA,1,1,1,0.691536859056217,06071010419
ULJJW,8,0,60,Male,225000,graduate,White,6,1,0,SF,4,1,2250,BrandNew,1,350,1,4,Gas,Central,Gas,0,1,4,5,NA,Gas,1,4,2,4,3,1,0,2,1,1,4,4,0,NA,0,2000,NA,1,0,0,0,0,4,1,1,1,1,0,potential,1,1,Gas,Full_elec,peer,peer,none,none,300,250,10000,1,1,1,1,1,1,NA,NA,NA,0,1,1,NA,NA,NA,0.38923835084037,06037702600
MIHPZ,5,0,60,Female,112500,some college,White,7,1,1,SF,3,1,2250,BrandNew,0,250,1,2,Gas,Central,Gas,0,1,7,4,NA,Gas,0,5,3,3,2,1,0,3,0,1,3,3,0,5000,2000,NA,700,1,1,0,0,0,4,1,1,1,1,0,potential,0,0,Gas,Half_elec,peer,peer,neighbor,peer,300,150,15000,1,1,0,1,1,1,1,1,1,NA,NA,NA,0,0,0,1.02791294602151,06083001908
MHRFD,12,0,70,Male,35000,graduate,White,4,1,0,SF,1,1,1750,Newer,0,450,0,2,Gas,Central,Elec,1,1,7,4,NA,Gas,1,4,3,3,2,0,0,1,1,1,4,4,0,NA,15000,15000,NA,1,1,0,0,0,1,1,1,1,1,1,potential,0,0,Gas,No_prefer,none,none,neighbor,neighbor,75,37.5,2500,1,4,0,0,0,1,1,1,1,0,0,0,NA,NA,NA,0.461432962144348,06047001007
PSCBC,9,0,21,Female,45000,college,White,6,1,0,SF,6,1,3750,BrandNew,1,350,1,4,Not know,Room,Not know,0,0,1,6,1,Not know,0,2,5,2,3,0,0,4,0,3,1,NA,0,35000,20000,NA,NA,1,1,0,0,0,4,3,1,3,1,0,own,0,0,Not know,Half_elec,peer,none,none,neighbor,350,450,35000,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0.529103191573824,06111007614
XVAMD,7,1,60,Female,95000,college,White,7,1,0,MF,2,0,1250,Older,1,350,1,2,Gas,None,Gas,NA,NA,7,3,NA,Gas,NA,5,1,3,2,0,0,1,0,1,3,3,0,NA,4000,NA,NA,0,0,0,0,0,4,1,1,1,1,1,none,0,0,Gas,Half_elec,none,peer,none,peer,150,75,7500,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.930539826715801,06073012102
THGDJ,10,1,40,Female,25000,some college,Hispanic,4,1,1,SF,6,1,1750,Older,0,250,0,2,Elec,Room,Gas,0,1,4,3,4,Gas,0,2,2,4,1,1,1,4,0,2,2,3,0,2000,4000,NA,NA,0,0,0,0,0,3,3,1,2,1,1,none,0,0,Elec,No_prefer,none,none,none,none,325,250,10000,1,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,1.23603926144799,06065040204
DKLJY,7,1,80,Male,137500,some college,White,4,1,0,SF,2,1,2250,Newer,0,250,1,2,Gas,Central,Gas,0,1,6,3,NA,Gas,0,5,2,3,2,1,0,1,0,1,4,4,0,0,0,NA,1200,1,1,0,0,0,3,2,1,1,1,1,none,0,0,Gas,No_prefer,peer,none,none,neighbor,350,350,5000,1,3,0,0,0,1,1,1,1,NA,NA,NA,0,0,0,0.490584158642555,06073010300
YRZZI,6,0,70,Female,225000,graduate,Non-hispanic other,1,1,1,SF,2,1,2750,BrandNew,1,450,1,4,Gas,None,Gas,0,0,5,3,NA,Gas,1,4,2,4,2,0,0,2,1,2,4,4,0,NA,15000,12500,NA,0,0,0,0,0,2,1,1,1,2,1,potential,1,0,Gas,No_prefer,peer,peer,none,peer,325,250,20000,1,7,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0.335496826827555,06111003615
QWREV,10,1,60,Male,85000,graduate,White,1,1,1,SF,1,1,1250,Older,0,350,0,3,Gas,Central,Gas,0,0,7,1,NA,Gas,0,4,1,3,1,0,0,4,0,4,4,4,0,NA,20000,20000,NA,0,0,0,0,0,1,1,1,1,1,0,own,0,0,Gas,Full_fossil,peer,none,none,peer,50,75,37500,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431594635853897,06071008710
VWMWH,15,0,90,Male,112500,college,White,6,1,0,SF,2,1,3250,BrandNew,0,350,0,2,Gas,Central,Gas,0,1,7,7,NA,Gas,1,5,2,3,3,0,0,2,0,1,3,3,0,NA,6000,2000,NA,0,0,0,0,0,4,2,1,1,1,0,none,1,0,Gas,Half_elec,peer,none,none,none,300,550,7500,1,2,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,2.63983643221283,06065045613
KPJUL,12,0,50,Male,55000,some college,Asian,5,0,1,SF,4,1,1750,BrandNew,0,450,1,4,Gas,Central,Gas,1,1,5,4,NA,Gas,0,3,2,4,3,0,0,2,1,1,2,2,1,NA,20000,15000,NA,0,0,0,0,0,3,4,1,3,2,1,potential,1,1,Gas,Half_elec,peer,none,none,peer,400,250,15000,1,1,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,2.56655439865852,06047001008
SRDGH,10,0,50,Female,162500,college,Black,4,1,1,SF,3,1,2250,BrandNew,1,NA,1,1,Gas,Central,Other,0,1,6,3,NA,Gas,1,4,4,3,2,0,0,1,1,1,4,3,0,NA,8000,2000,NA,1,1,0,0,0,3,3,1,2,1,0,none,1,1,Gas,Full_elec,peer,none,none,peer,75,150,1250,1,4,0,0,0,1,1,1,1,0,1,1,NA,NA,NA,0.899993104905391,06071004512
DGIVH,7,1,70,Female,65000,some college,Hispanic,2,1,0,SF,2,1,1750,Older,0,250,0,2,Gas,Central,Gas,0,0,4,4,NA,Gas,0,4,2,3,2,0,0,2,0,2,3,4,0,NA,2000,2000,NA,1,1,0,0,0,1,1,1,1,1,1,none,1,1,Gas,Half_elec,peer,peer,none,peer,NA,NA,22500,1,7,0,0,0,1,1,1,1,0,0,0,0,0,0,0.553412785490567,06073010010
AFWIS,10,1,40,Female,25000,college,Hispanic,7,1,1,SF,6,1,1750,Older,1,250,0,4,Gas,Central,Gas,1,1,6,6,NA,Gas,1,5,2,5,2,0,1,2,0,4,4,4,0,1000,2000,NA,NA,0,0,0,0,0,4,4,1,4,1,0,potential,1,1,Gas,Full_fossil,none,none,none,none,150,75,2500,1,1,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,0.582291634384374,06071001001
RJDUN,8,1,50,Female,25000,some college,Hispanic,2,0,1,SF,3,0,1250,Older,1,NA,0,3,Elec,Other,Gas,NA,NA,7,1,NA,Gas,NA,2,1,3,1,0,0,3,0,1,3,3,0,NA,20000,NA,NA,0,0,0,0,0,1,1,1,1,1,0,none,0,0,Elec,Full_fossil,none,none,none,peer,187.5,150,5000,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.02157101982649,06037234600
UJOJD,12,0,40,Female,75000,some college,Black,4,1,0,SF,5,1,2250,BrandNew,1,150,1,2,Gas,Central,Gas,1,1,1,4,NA,Gas,1,4,5,5,2,1,1,2,0,3,4,4,0,1000,2000,NA,NA,1,1,0,0,0,3,2,2,3,1,1,potential,1,1,Gas,Half_elec,peer,none,peer,peer,225,37.5,2500,1,2,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1.94435430729526,06067007106
JDMJM,9,1,90,Male,35000,college,Asian,4,1,0,SF,1,1,1750,Older,0,350,0,1,Gas,None,Gas,0,0,NA,4,NA,Elec,1,4,2,3,2,0,1,1,0,1,4,3,0,NA,20000,4000,NA,0,0,0,0,0,2,2,1,1,1,0,none,0,0,Gas,No_prefer,neighbor,none,none,none,150,150,8750,1,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1.39101435495969,06037301203
LVVRG,6,1,21,Female,55000,college,Hispanic,1,1,1,MF,6,0,1750,Older,0,150,1,3,None,Room,Gas,NA,NA,1,1,2,Gas,NA,3,2,3,1,1,0,4,0,3,3,3,1,NA,15000,NA,NA,1,1,0,0,0,4,4,3,4,3,0,none,0,0,None,No_prefer,none,none,none,none,150,150,25000,1,1,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,2.08635042039713,06037575101
ROWQJ,16,0,50,Male,225000,some college,White,4,1,1,SF,4,1,2750,BrandNew,0,350,0,2,Gas,Central,Gas,0,0,7,4,NA,Gas,0,4,1,3,3,1,0,2,0,4,3,3,0,30000,10000,NA,NA,0,0,1,0,0,2,2,1,1,1,0,own,1,0,Gas,No_prefer,neighbor,none,none,none,NA,NA,25000,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0.970472158753394,06037103402
ECGFO,9,1,70,Male,162500,college,White,1,1,1,SF,2,1,5250,BrandNew,0,150,1,2,Elec,Central,Other,1,1,6,4,NA,Gas,0,3,1,3,2,0,0,4,1,3,4,4,0,0,20000,NA,NA,0,0,0,1,0,2,1,1,1,2,1,own,0,0,Other,Full_fossil,peer,none,none,peer,NA,NA,22500,1,7,0,0,0,1,1,1,1,1,1,1,0,0,0,0.405791783510506,06111000304
HZHBY,10,0,30,Female,85000,some college,White,6,1,0,SF,2,0,1750,Older,0,250,0,1,Gas,Room,Elec,NA,NA,7,2,2,Gas,NA,3,2,3,3,1,0,2,0,3,3,3,0,NA,6000,NA,NA,0,0,0,0,0,4,4,1,4,1,1,potential,0,0,Gas,Half_elec,peer,peer,peer,peer,150,150,11250,0,3,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,2.27725008772266,06071007306
BDVZR,10,1,30,Female,15000,HS,Hispanic,4,0,0,SF,4,0,750,Older,0,NA,0,1,Elec,Central,Not know,NA,NA,7,1,NA,Not know,NA,3,2,3,2,0,0,4,0,3,2,2,0,NA,8000,NA,NA,0,0,0,0,0,3,2,2,3,1,1,none,0,0,Elec,No_prefer,none,none,none,peer,NA,NA,1250,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.43235720390441,06065042719
FQBRR,6,0,60,Female,137500,graduate,Asian,6,1,0,SF,2,1,5250,BrandNew,0,350,0,3,Gas,Central,Gas,0,0,7,1,NA,Gas,1,5,1,4,3,1,0,1,0,2,3,4,0,15000,4000,NA,500,0,0,0,0,0,4,2,1,2,1,0,none,0,0,Gas,Full_elec,neighbor,none,none,neighbor,225,150,7500,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.81973244847275,06059062657
KZWTO,6,1,70,Male,225000,graduate,Asian,2,1,0,SF,5,0,2750,Older,1,NA,1,4,Gas,None,Gas,NA,NA,3,3,NA,Gas,NA,2,3,3,1,0,0,2,0,4,3,3,0,NA,20000,NA,NA,0,0,0,0,0,1,1,1,1,1,0,none,0,0,Gas,Full_fossil,peer,neighbor,none,peer,900,350,27500,1,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.547611681934404,06111008700
EYISR,1,1,40,Female,65000,college,Non-hispanic other,4,1,0,SF,4,0,1250,Older,0,150,0,3,Gas,None,Gas,NA,NA,7,3,NA,Gas,NA,3,5,3,3,0,1,3,1,3,3,2,0,NA,20000,NA,NA,0,0,0,0,0,4,4,2,1,3,0,none,1,0,Gas,Full_fossil,peer,peer,none,peer,450,150,17500,0,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.371094894146186,06023000500
DPHWL,6,0,80,Male,112500,college,White,4,1,0,SF,2,1,1750,Older,0,250,0,3,Gas,None,Gas,0,1,3,3,NA,Gas,0,4,1,3,2,0,0,2,0,1,4,4,0,7500,0,NA,NA,0,0,1,0,0,1,1,1,1,1,0,own,1,1,Gas,Full_fossil,neighbor,peer,peer,neighbor,225,150,15000,1,4,1,1,1,0,0,0,0,NA,NA,NA,0,0,0,0.498720370046562,06037620701
AELZA,9,0,40,Female,225000,college,White,3,1,1,SF,4,1,3250,BrandNew,0,450,1,2,Gas,Central,Gas,1,0,6,2,NA,Gas,0,3,1,2,2,0,0,4,1,2,4,4,0,0,0,NA,NA,0,0,0,0,0,3,3,1,1,3,1,potential,1,1,Gas,Half_elec,peer,peer,none,peer,487.5,750,32500,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0.426651525340289,06037400209
PSWPG,10,0,80,Male,187500,graduate,White,3,1,0,SF,2,1,2250,BrandNew,0,350,0,2,Gas,Central,Gas,0,0,6,5,NA,Gas,1,4,1,3,2,0,0,3,1,1,3,4,0,0,0,NA,1200,1,1,1,0,0,1,1,1,1,2,0,own,1,0,Gas,Full_fossil,neighbor,peer,peer,peer,87.5,12.5,12500,1,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0.516559044618828,06071008301
NYNHZ,8,0,70,Female,112500,graduate,Hispanic,4,1,0,SF,2,1,1250,Older,0,450,1,2,Gas,Room,Gas,0,0,7,4,3,Gas,0,3,1,1,2,0,0,4,0,4,4,4,0,30000,20000,NA,NA,0,0,0,0,0,1,2,1,2,1,0,potential,1,0,Gas,Full_fossil,none,none,none,peer,300,150,7500,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0.385863180771124,06037573601
UDKJP,14,1,70,Male,55000,some college,Hispanic,2,0,0,SF,5,0,1750,Older,0,450,1,2,Other,Central,Gas,NA,NA,3,5,NA,Gas,NA,2,1,5,3,0,0,2,0,3,4,2,0,NA,20000,NA,NA,1,0,0,0,0,4,4,1,1,1,1,none,0,0,Other,Full_elec,neighbor,none,none,peer,400,350,17500,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,3.00552560843084,06071009501
SGQRK,9,0,70,Male,112500,graduate,White,6,1,0,SF,2,1,2250,Older,0,NA,1,2,Gas,Central,Gas,1,1,6,4,NA,Gas,0,5,5,4,3,1,0,1,0,1,4,4,0,0,0,NA,NA,1,1,0,0,0,4,1,1,2,2,0,own,0,0,Gas,Full_elec,neighbor,none,peer,neighbor,287.5,12.5,20000,1,1,1,1,1,1,1,1,1,NA,NA,NA,0,0,0,0.36311704107522,06111007403
VHBCI,8,1,70,Female,25000,HS,White,3,1,0,SF,2,1,750,Older,0,150,0,1,Gas,None,Gas,0,0,7,5,NA,Gas,0,3,2,3,3,0,0,2,1,3,4,3,0,35000,20000,NA,NA,0,0,0,0,0,1,1,1,1,1,1,none,0,0,Gas,Full_fossil,none,none,none,none,187.5,150,1250,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748816920005031,06037551101
HCPQF,15,1,21,Female,25000,college,Hispanic,2,1,0,SF,5,1,250,Older,0,350,0,3,Elec,Central,Elec,0,0,6,1,NA,Elec,1,2,1,3,2,0,0,2,0,2,3,3,0,NA,10000,6000,600,0,0,0,0,0,3,2,3,4,1,1,none,1,0,Elec,Half_elec,none,none,none,none,NA,NA,7500,1,5,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0.74026439636355,06025011600
BWBCN,8,0,80,Female,95000,college,White,1,1,0,SF,2,1,2750,Older,0,350,0,2,Gas,Central,Gas,0,0,5,5,NA,Gas,0,5,1,3,2,0,0,1,0,2,4,3,0,20000,20000,NA,NA,1,0,0,0,0,1,1,1,1,1,0,potential,0,0,Gas,Full_fossil,neighbor,peer,none,neighbor,NA,NA,12500,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17467257252533,06059052408
JESOC,14,1,30,Female,95000,some college,White,1,1,0,SF,4,1,750,BrandNew,0,450,1,4,Elec,Other,Gas,0,0,7,1,NA,Gas,0,4,1,3,2,0,0,2,0,3,4,4,0,NA,20000,15000,NA,0,0,0,0,0,3,2,1,1,1,1,none,0,1,Elec,Full_fossil,none,peer,none,peer,325,550,22500,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607044947989939,06071010415
YKLBR,10,1,50,Male,95000,some college,White,6,1,1,SF,4,1,1250,Older,0,150,0,2,Gas,Central,Gas,1,1,6,6,NA,Gas,1,1,4,4,3,1,0,1,0,3,3,3,0,NA,0,2000,NA,0,0,0,0,0,3,4,1,3,1,1,potential,1,1,Gas,Half_elec,neighbor,peer,peer,neighbor,287.5,450,12500,1,3,1,1,1,1,NA,NA,NA,0,1,1,NA,NA,NA,0.968130080118148,06065030900
MGOTK,15,1,60,Female,15000,less than HS,Hispanic,7,0,0,SF,6,1,250,BrandNew,0,250,0,4,Gas,Central,Gas,1,1,1,1,NA,Gas,1,3,5,3,2,1,0,1,0,2,3,3,0,30000,15000,NA,NA,0,0,0,0,0,2,3,1,1,1,0,none,0,0,Gas,Full_fossil,none,none,none,none,150,75,7500,1,4,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,3.27778305426372,06025010600
BNPYY,8,1,21,Male,45000,some college,Black,2,1,0,SF,2,0,1750,Older,0,350,1,3,Gas,Not know,Not know,NA,NA,2,2,NA,Gas,NA,4,4,4,3,0,1,3,1,3,3,3,0,NA,6000,NA,NA,0,0,0,0,0,2,1,2,1,2,0,potential,1,1,Gas,Half_elec,none,none,none,none,NA,NA,22500,0,7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.30089262524954,06037602802
