building_id,income,annual_kwh,scaling_factor,pre_fixed_tou_bill,post_fixed_tou_bill,new_F0_WF0_ROE0_bill,new_F0_WF0_ROE0.5_bill,new_F0_WF1_ROE0_bill,new_F0_WF1_ROE0.5_bill,new_F25_WF0_ROE0_bill,new_F50_WF0_ROE0_bill,new_F50_WF1_ROE1.5_bill
459797,high,6238.599,0.7130643653791515,3354.0845327800002,3247.1651472000003,2024.367828999988,1991.8552383999954,1826.3733412999948,1793.8688569999986,1938.444267800003,1852.3597531000019,1556.9528882000081
215013,low,2882.1160000000004,0.7130643653791515,1540.6113048700001,1428.2697629899997,932.5490976000101,917.5699226000023,841.3568614000039,826.3719441999951,880.7223213000121,828.8175084999948,692.747746300003
238974,medium,6272.145,0.7130643653791515,3321.0719267399995,3212.02126692,2014.3080655000008,1981.9961154000025,1817.3617577000077,1784.9592255000034,1929.7961208999986,1845.1397620999983,1551.2652728999965
407485,medium,4541.619000000001,0.7130643653791515,2465.32716027,2467.5366534100003,1492.6996279999764,1468.7248159999858,1346.7067963000022,1322.733933900009,1482.3396593000032,1471.8517633000115,1254.041524299998
412962,low,4158.449,0.7130643653791515,2225.3080434,2030.70138634,1343.217914500002,1321.6515618999817,1211.8608965000003,1190.2760866999895,1233.0198768999965,1122.7243394999896,926.7290545999956
165676,high,14094.067000000001,0.8407500276235722,7555.26243583,6942.27098551,4568.6821645999735,4495.298026400006,4121.8600249,4048.4850133999985,4121.137834599991,3673.2166707000006,3006.551459
295415,low,7434.280000000001,0.7130643653791515,3960.6088187799996,3555.007435680001,2389.402352800007,2351.0517653000097,2155.746549600001,2117.33978400002,2130.503485399979,1871.4411224000085,1522.8003666999775
76579,high,2761.069,0.8407500276235722,1477.84026447,1595.11907219,893.4841411000141,879.1365334999923,806.106443900006,791.7502634999893,968.2900550000031,1043.0185739999981,912.6506155000045
99475,low,3473.781,0.7130643653791515,1910.93381322,1760.11591288,1158.4107170999835,1139.796158000011,1045.089810300023,1026.5023674000058,1074.5005974000094,990.4549876999897,821.4244262000002
219467,medium,6919.760000000001,0.7130643653791515,3737.82643029,3587.06611589,2261.0163837999826,2224.6822721999915,2039.8683953999982,2003.5735427000052,2141.4708516999995,2021.7011028000097,1691.7702413000043
238003,high,18508.488999999998,0.7130643653791515,10001.997530239998,9104.05467632,6046.15588149996,5949.025610799986,5454.812825300011,5357.7199406,5388.61880909999,4730.577032000009,3848.3112478999974
