building_id,puma,income,is_care,annual_kwh,scaling_factor,e_tou_c_bill,e_tou_c_f_bill,F0_WF0_ROE0_bill,F0_WF0_ROE1.0_bill,F0_WF1_ROE0_bill,F50_WF0_ROE0_bill,F50_WF1_ROE1.0_bill,F100_WF0_ROE0_bill
100045,G06009705,medium,False,5205.654,0.8624372092015187,2018.1803833299994,2027.1097057100017,2018.1148252,1994.0259337000005,1425.3577909000003,2481.6983527,1588.2106187000002,2945.6497528
100051,G06008512,low,True,6960.434,0.8079209467363546,1926.4409767200023,1729.465697757,1926.3725574599998,1905.16955954,1404.3936809499999,1645.63716756,1270.32764197,1365.20120835
100080,G06008302,high,False,7938.257,0.7762566405843095,3421.7949390899958,3235.555240379999,3421.6793675999998,3384.5339688999998,2507.3128466999997,3545.8951420999997,2520.5673977999995,3670.6462058
100088,G06008505,high,False,4662.001,0.8079209467363546,1816.2655657299988,1849.6333066999982,1816.2114993999999,1794.907659,1292.1102525000001,2352.2406828000003,1486.8914960999998,2888.5975153000004
100112,G06008101,low,True,7738.125,0.7640705232624861,2170.5917371905,1930.7298705029964,2170.5327625799996,2147.5017058949998,1603.926259715,1842.6432276549997,1449.0176790799997,1515.10853046
100128,G06001902,low,True,6389.996999999999,0.9082432929445241,1631.1614808124996,1470.368474866002,1631.111310335,1612.06302569,1162.4582714549997,1406.60880721,1053.1455682249998,1182.3963555999999
100171,G06007902,medium,False,5546.842,0.8079209467363546,2255.0987956299964,2229.155644369996,2255.0289759999996,2229.3954285,1624.2596516999997,2678.4944667,1769.4223147,3102.3512896
100286,G06007508,medium,False,2334.996,0.7640705232624861,856.4063417399996,1028.3445628200002,856.3790732400003,845.7117914400001,593.9476905400002,1668.58025984,910.51651844,2480.94416834
1003,G06001311,high,False,5310.342000000001,0.8960338247617118,2116.4517256999998,2106.3611694400033,2116.3890902000003,2092.1200880000006,1519.3275489000002,2575.4194408000003,1680.1560132000002,3034.8192071000003
100304,G06009903,medium,False,3721.251,0.8960338247617118,1453.3830731299968,1549.589867979998,1453.3174986200002,1435.63115312,1017.72142642,2082.83631792,1253.79954882,2712.58436832
100323,G06001906,medium,False,13071.339,0.9082432929445241,5851.680058000002,5340.722118829997,5851.4258164,5789.0473231,4314.7717279,5319.172457499999,4038.7610557999997,4787.649622
100371,G06005302,high,False,10277.502,0.7640705232624861,4590.824096640002,4233.9340675799995,4590.686589600001,4542.9063777,3414.7879919,4438.8559579,3306.2964254999997,4287.7392442
100403,G06008105,high,False,3153.3109999999997,0.7640705232624861,1213.956213520003,1334.6007071900037,1213.9186738,1199.4838388,858.7846325,1928.2826054000002,1132.2112753000001,2642.8658967
100407,G06008508,high,False,18833.393,0.8079209467363546,8521.055404679995,7604.514739890001,8520.8036766,8433.291689200001,6367.0739585,7336.999521,5803.5510771,6154.5055935
100415,G06007705,medium,False,7174.753000000001,0.8960338247617118,3067.76019689,2945.22519628,3067.61458982,3033.1633166200004,2218.78767092,3261.1530868199998,2262.7225793200005,3455.08682012
