zip_code,utility,acronym,type,climate_zone,city,county,utility_baseline_territory,summer_baseline_allowance,winter_baseline_allowance,puma,percentpuma,,,,,,,,,,,,,,,
91103,Southern California Edison,SCE,IOU,9,Pasadena,Los Angeles County,9,16.9,12,3718,0.976499368,,,,,,,,,,,,,,,
91104,Southern California Edison,SCE,IOU,9,Pasadena,Los Angeles County,9,16.9,12,3718,0.820341254,,,,,,,,,,,,,,,
91105,Los Angeles Department of Water & Power,LADWP,POU,9,Pasadena,Los Angeles County,Zone 2,16.66667,16.66667,3718,0.93501154,,,,,,,,,,,,,,,
91106,Southern California Edison,SCE,IOU,9,Pasadena,Los Angeles County,9,16.9,12,3718,0.987884722,,,,,,,,,,,,,,,
91107,Southern California Edison,SCE,IOU,9,Pasadena,Los Angeles County,9,16.9,12,3718,0.45936702,,,,,,,,,,,,,,,
91108,Southern California Edison,SCE,IOU,9,San Marino,Los Angeles County,9,16.9,12,3717,0.969659126,,,,,,,,,,,,,,,
91123,Pasadena Water & Power,NA,POU,9,Pasadena,Los Angeles County,NA,NA,NA,3718,1,,,,,,,,,,,,,,,
91201,Los Angeles Department of Water & Power,LADWP,POU,9,Glendale,Los Angeles County,Zone 2,16.66667,16.66667,3719,0.97644093,,,,,,,,,,,,,,,
91202,Glendale Water & Power,NA,POU,9,Glendale,Los Angeles County,NA,NA,NA,3719,1,,,,,,,,,,,,,,,
91203,Los Angeles Department of Water & Power,LADWP,POU,9,Glendale,Los Angeles County,Zone 2,16.66667,16.66667,3719,1,,,,,,,,,,,,,,,
91204,Los Angeles Department of Water & Power,LADWP,POU,9,Glendale,Los Angeles County,Zone 2,16.66667,16.66667,3719,0.995218576,,,,,,,,,,,,,,,
91205,Los Angeles Department of Water & Power,LADWP,POU,9,Glendale,Los Angeles County,Zone 2,16.66667,16.66667,3719,0.989267482,,,,,,,,,,,,,,,
91206,Southern California Edison,SCE,IOU,9,Glendale,Los Angeles County,9,16.9,12,3719,0.995297564,,,,,,,,,,,,,,,
91207,Burbank Water & Power,NA,POU,9,Glendale,Los Angeles County,NA,NA,NA,3719,0.999487351,,,,,,,,,,,,,,,
91208,Southern California Edison,SCE,IOU,9,Glendale,Los Angeles County,9,16.9,12,3719,0.991252054,,,,,,,,,,,,,,,
91210,Los Angeles Department of Water & Power,LADWP,POU,9,Glendale,Los Angeles County,Zone 2,16.66667,16.66667,3719,1,,,,,,,,,,,,,,,
91214,Los Angeles Department of Water & Power,LADWP,POU,9,La Crescenta,Los Angeles County,Zone 2,16.66667,16.66667,3709,0.533145417,,,,,,,,,,,,,,,
91301,Southern California Edison,SCE,IOU,9,Agoura Hills,Los Angeles County,9,16.9,12,3774,0.999376574,,,,,,,,,,,,,,,
91302,Los Angeles Department of Water & Power,LADWP,POU,9,Calabasas,Los Angeles County,Zone 2,16.66667,16.66667,3774,0.994375078,,,,,,,,,,,,,,,
91303,Los Angeles Department of Water & Power,LADWP,POU,9,Canoga Park,Los Angeles County,Zone 2,16.66667,16.66667,3725,1,,,,,,,,,,,,,,,
91304,Los Angeles Department of Water & Power,LADWP,POU,9,Canoga Park,Los Angeles County,Zone 2,16.66667,16.66667,3705,0.65335036,,,,,,,,,,,,,,,
91306,Los Angeles Department of Water & Power,LADWP,POU,9,Winnetka,Los Angeles County,Zone 2,16.66667,16.66667,3725,0.735815826,,,,,,,,,,,,,,,
91307,Los Angeles Department of Water & Power,LADWP,POU,9,West Hills,Los Angeles County,Zone 2,16.66667,16.66667,11102,0.809042773,,,,,,,,,,,,,,,
91311,Los Angeles Department of Water & Power,LADWP,POU,9,Chatsworth,Los Angeles County,Zone 2,16.66667,16.66667,3772,0.59104429,,,,,,,,,,,,,,,
91316,Los Angeles Department of Water & Power,LADWP,POU,9,Encino,Los Angeles County,Zone 2,16.66667,16.66667,3724,1,,,,,,,,,,,,,,,
91320,Southern California Edison,SCE,IOU,6,Newbury Park,Ventura County,6,11.4,11,11109,0.619512482,,,,,,,,,,,,,,,
91321,Southern California Edison,SCE,IOU,9,Newhall,Los Angeles County,9,16.9,12,3709,0.454513982,,,,,,,,,,,,,,,
91324,Los Angeles Department of Water & Power,LADWP,POU,9,Northridge,Los Angeles County,Zone 2,16.66667,16.66667,3705,0.997598238,,,,,,,,,,,,,,,
91325,Los Angeles Department of Water & Power,LADWP,POU,9,Northridge,Los Angeles County,Zone 2,16.66667,16.66667,3705,0.789386342,,,,,,,,,,,,,,,
91326,Los Angeles Department of Water & Power,LADWP,POU,9,Porter Ranch,Los Angeles County,Zone 2,16.66667,16.66667,3705,0.963291806,,,,,,,,,,,,,,,
91330,Los Angeles Department of Water & Power,LADWP,POU,9,Northridge,Los Angeles County,Zone 2,16.66667,16.66667,3705,1,,,,,,,,,,,,,,,
91331,Los Angeles Department of Water & Power,LADWP,POU,9,Pacoima,Los Angeles County,Zone 2,16.66667,16.66667,3707,0.864170087,,,,,,,,,,,,,,,
91335,Los Angeles Department of Water & Power,LADWP,POU,9,Reseda,Los Angeles County,Zone 2,16.66667,16.66667,3724,0.957817054,,,,,,,,,,,,,,,
91340,Los Angeles Department of Water & Power,LADWP,POU,9,San Fernando,Los Angeles County,Zone 2,16.66667,16.66667,3707,0.918131831,,,,,,,,,,,,,,,
91342,Los Angeles Department of Water & Power,LADWP,POU,9,Sylmar,Los Angeles County,Zone 2,16.66667,16.66667,3709,0.531224738,,,,,,,,,,,,,,,
91343,Los Angeles Department of Water & Power,LADWP,POU,9,North Hills,Los Angeles County,Zone 2,16.66667,16.66667,3723,0.61079386,,,,,,,,,,,,,,,
91344,Los Angeles Department of Water & Power,LADWP,POU,9,Granada Hills,Los Angeles County,Zone 2,16.66667,16.66667,3706,0.947756484,,,,,,,,,,,,,,,
91345,Los Angeles Department of Water & Power,LADWP,POU,9,Mission Hills,Los Angeles County,Zone 2,16.66667,16.66667,3723,0.651085411,,,,,,,,,,,,,,,
91350,Southern California Edison,SCE,IOU,9,Santa Clarita,Los Angeles County,9,16.9,12,3773,0.632726676,,,,,,,,,,,,,,,
91351,Southern California Edison,SCE,IOU,9,Canyon Country,Los Angeles County,9,16.9,12,3773,0.837869792,,,,,,,,,,,,,,,
91352,Los Angeles Department of Water & Power,LADWP,POU,9,Sun Valley,Los Angeles County,Zone 2,16.66667,16.66667,3708,0.979215527,,,,,,,,,,,,,,,
91354,Southern California Edison,SCE,IOU,9,Valencia,Los Angeles County,9,16.9,12,3773,0.999196025,,,,,,,,,,,,,,,
91355,Los Angeles Department of Water & Power,LADWP,POU,9,Valencia,Los Angeles County,Zone 2,16.66667,16.66667,3772,0.526624208,,,,,,,,,,,,,,,
91356,Los Angeles Department of Water & Power,LADWP,POU,9,Tarzana,Los Angeles County,Zone 2,16.66667,16.66667,3724,0.984251069,,,,,,,,,,,,,,,
91360,Southern California Edison,SCE,IOU,9,Thousand Oaks,Ventura County,9,16.9,12,11102,0.994084025,,,,,,,,,,,,,,,
91361,Southern California Edison,SCE,IOU,9,Westlake Village,Ventura County,9,16.9,12,11109,0.502282241,,,,,,,,,,,,,,,
91362,Southern California Edison,SCE,IOU,9,Thousand Oaks,Ventura County,9,16.9,12,11102,0.936761782,,,,,,,,,,,,,,,
91364,Los Angeles Department of Water & Power,LADWP,POU,9,Woodland Hills,Los Angeles County,Zone 2,16.66667,16.66667,3725,0.935686255,,,,,,,,,,,,,,,
91367,Los Angeles Department of Water & Power,LADWP,POU,9,Woodland Hills,Los Angeles County,Zone 2,16.66667,16.66667,3725,0.933421599,,,,,,,,,,,,,,,
91371,Los Angeles Department of Water & Power,LADWP,POU,9,Woodland Hills,Los Angeles County,Zone 2,16.66667,16.66667,3725,0.99998039,,,,,,,,,,,,,,,
91377,Southern California Edison,SCE,IOU,9,Oak Park,Ventura County,9,16.9,12,11102,0.999679115,,,,,,,,,,,,,,,
91381,Southern California Edison,SCE,IOU,9,Stevenson Ranch,Los Angeles County,9,16.9,12,3772,0.999866819,,,,,,,,,,,,,,,
91384,Southern California Edison,SCE,IOU,9,Castaic,Los Angeles County,9,16.9,12,3772,0.999280416,,,,,,,,,,,,,,,
91387,Southern California Edison,SCE,IOU,"6, 16",Canyon Country,Los Angeles County,9,16.9,12,3771,0.612234915,,,,,,,,,,,,,,,
91390,Southern California Edison,SCE,IOU,16,Santa Clarita,Los Angeles County,16,14.7,12.4,3772,0.83173046,,,,,,,,,,,,,,,
91401,Los Angeles Department of Water & Power,LADWP,POU,9,Van Nuys,Los Angeles County,Zone 2,16.66667,16.66667,3722,0.997463223,,,,,,,,,,,,,,,
91402,Los Angeles Department of Water & Power,LADWP,POU,9,Panorama City,Los Angeles County,Zone 2,16.66667,16.66667,3723,0.993350449,,,,,,,,,,,,,,,
91403,Los Angeles Department of Water & Power,LADWP,POU,9,Sherman Oaks,Los Angeles County,Zone 2,16.66667,16.66667,3775,0.838967591,,,,,,,,,,,,,,,
91405,Los Angeles Department of Water & Power,LADWP,POU,9,Van Nuys,Los Angeles County,Zone 2,16.66667,16.66667,3722,0.996006781,,,,,,,,,,,,,,,
91406,Los Angeles Department of Water & Power,LADWP,POU,9,Van Nuys,Los Angeles County,Zone 2,16.66667,16.66667,3724,0.683256503,,,,,,,,,,,,,,,
91411,Los Angeles Department of Water & Power,LADWP,POU,9,Van Nuys,Los Angeles County,Zone 2,16.66667,16.66667,3722,0.990738788,,,,,,,,,,,,,,,
91423,Los Angeles Department of Water & Power,LADWP,POU,9,Sherman Oaks,Los Angeles County,Zone 2,16.66667,16.66667,3775,0.702015537,,,,,,,,,,,,,,,
91436,Los Angeles Department of Water & Power,LADWP,POU,9,Encino,Los Angeles County,Zone 2,16.66667,16.66667,3724,0.796709645,,,,,,,,,,,,,,,
91501,Los Angeles Department of Water & Power,LADWP,POU,9,Burbank,Los Angeles County,Zone 2,16.66667,16.66667,3720,0.989562636,,,,,,,,,,,,,,,
91502,Burbank Water & Power,NA,POU,9,Burbank,Los Angeles County,NA,NA,NA,3720,0.996171865,,,,,,,,,,,,,,,
91504,Los Angeles Department of Water & Power,LADWP,POU,9,Burbank,Los Angeles County,Zone 2,16.66667,16.66667,3720,0.898289423,,,,,,,,,,,,,,,
91505,Los Angeles Department of Water & Power,LADWP,POU,9,Burbank,Los Angeles County,Zone 2,16.66667,16.66667,3720,0.954239976,,,,,,,,,,,,,,,
91506,Los Angeles Department of Water & Power,LADWP,POU,9,Burbank,Los Angeles County,Zone 2,16.66667,16.66667,3720,0.998861702,,,,,,,,,,,,,,,
91521,Burbank Water & Power,NA,POU,9,Burbank,Los Angeles County,NA,NA,NA,3720,1,,,,,,,,,,,,,,,
91522,Los Angeles Department of Water & Power,LADWP,POU,9,Burbank,Los Angeles County,Zone 2,16.66667,16.66667,3720,1,,,,,,,,,,,,,,,
91523,Burbank Water & Power,NA,POU,9,Burbank,Los Angeles County,NA,NA,NA,3720,1,,,,,,,,,,,,,,,
91601,Los Angeles Department of Water & Power,LADWP,POU,9,North Hollywood,Los Angeles County,Zone 2,16.66667,16.66667,3721,0.997354959,,,,,,,,,,,,,,,
91602,Los Angeles Department of Water & Power,LADWP,POU,9,North Hollywood,Los Angeles County,Zone 2,16.66667,16.66667,3775,0.725799493,,,,,,,,,,,,,,,
91604,Los Angeles Department of Water & Power,LADWP,POU,9,Studio City,Los Angeles County,Zone 2,16.66667,16.66667,3775,0.993047988,,,,,,,,,,,,,,,
91605,Los Angeles Department of Water & Power,LADWP,POU,9,North Hollywood,Los Angeles County,Zone 2,16.66667,16.66667,3708,0.671797957,,,,,,,,,,,,,,,
91606,Los Angeles Department of Water & Power,LADWP,POU,9,North Hollywood,Los Angeles County,Zone 2,16.66667,16.66667,3721,0.982673876,,,,,,,,,,,,,,,
91607,Los Angeles Department of Water & Power,LADWP,POU,9,Valley Village,Los Angeles County,Zone 2,16.66667,16.66667,3721,0.833800187,,,,,,,,,,,,,,,
91608,Southern California Edison,SCE,IOU,9,Universal City,Los Angeles County,9,16.9,12,3775,0.995788744,,,,,,,,,,,,,,,
91701,Southern California Edison,SCE,IOU,10,Rancho Cucamonga,San Bernardino County,10,19.3,12.1,7111,0.97729214,,,,,,,,,,,,,,,
91702,Southern California Edison,SCE,IOU,9,Azusa,Los Angeles County,9,16.9,12,3709,0.841402892,,,,,,,,,,,,,,,
91706,Southern California Edison,SCE,IOU,9,Baldwin Park,Los Angeles County,9,16.9,12,3710,0.919800966,,,,,,,,,,,,,,,
91708,Southern California Edison,SCE,IOU,10,Chino,San Bernardino County,10,19.3,12.1,7119,0.998612427,,,,,,,,,,,,,,,
91709,Southern California Edison,SCE,IOU,10,Chino Hills,San Bernardino County,10,19.3,12.1,7119,0.994893717,,,,,,,,,,,,,,,
91710,Southern California Edison,SCE,IOU,10,Chino,San Bernardino County,10,19.3,12.1,7119,0.957165965,,,,,,,,,,,,,,,
91711,Southern California Edison,SCE,IOU,9,Claremont,Los Angeles County,9,16.9,12,3711,0.992262176,,,,,,,,,,,,,,,
91722,Southern California Edison,SCE,IOU,9,Covina,Los Angeles County,9,16.9,12,3713,0.853227848,,,,,,,,,,,,,,,
91723,Southern California Edison,SCE,IOU,9,Covina,Los Angeles County,9,16.9,12,3713,0.992226659,,,,,,,,,,,,,,,
91724,Southern California Edison,SCE,IOU,9,Covina,Los Angeles County,9,16.9,12,3713,0.79342033,,,,,,,,,,,,,,,
91730,Southern California Edison,SCE,IOU,10,Rancho Cucamonga,San Bernardino County,10,19.3,12.1,7111,0.995874482,,,,,,,,,,,,,,,
91731,Southern California Edison,SCE,IOU,9,El Monte,Los Angeles County,9,16.9,12,3738,0.973930662,,,,,,,,,,,,,,,
91732,Southern California Edison,SCE,IOU,9,El Monte,Los Angeles County,9,16.9,12,3738,0.981388746,,,,,,,,,,,,,,,
91733,Southern California Edison,SCE,IOU,9,South El Monte,Los Angeles County,9,16.9,12,3738,0.941224195,,,,,,,,,,,,,,,
91737,Southern California Edison,SCE,IOU,10,Rancho Cucamonga,San Bernardino County,10,19.3,12.1,7111,0.888206213,,,,,,,,,,,,,,,
91739,Southern California Edison,SCE,IOU,10,Rancho Cucamonga,San Bernardino County,10,19.3,12.1,7111,0.982852915,,,,,,,,,,,,,,,
91740,Southern California Edison,SCE,IOU,9,Glendora,Los Angeles County,9,16.9,12,3711,0.97245416,,,,,,,,,,,,,,,
91741,Southern California Edison,SCE,IOU,9,Glendora,Los Angeles County,9,16.9,12,3711,0.864991419,,,,,,,,,,,,,,,
91744,Southern California Edison,SCE,IOU,9,La Puente,Los Angeles County,9,16.9,12,3716,0.803693712,,,,,,,,,,,,,,,
91745,Southern California Edison,SCE,IOU,9,Hacienda Heights,Los Angeles County,9,16.9,12,3739,0.886773027,,,,,,,,,,,,,,,
91746,Southern California Edison,SCE,IOU,9,La Puente,Los Angeles County,9,16.9,12,3716,0.955247995,,,,,,,,,,,,,,,
91748,Southern California Edison,SCE,IOU,9,Rowland Heights,Los Angeles County,9,16.9,12,3714,0.815535998,,,,,,,,,,,,,,,
91750,Southern California Edison,SCE,IOU,9,La Verne,Los Angeles County,9,16.9,12,3711,0.687412507,,,,,,,,,,,,,,,
91752,Southern California Edison,SCE,IOU,10,Mira Loma,Riverside County,10,19.3,12.1,6514,0.99314636,,,,,,,,,,,,,,,
91754,Southern California Edison,SCE,IOU,9,Monterey Park,Los Angeles County,9,16.9,12,3737,0.943280324,,,,,,,,,,,,,,,
91755,Southern California Edison,SCE,IOU,9,Monterey Park,Los Angeles County,9,16.9,12,3737,0.923881888,,,,,,,,,,,,,,,
91759,Southern California Edison,SCE,IOU,16,Mt Baldy,San Bernardino County,16,14.7,12.4,7104,0.994751443,,,,,,,,,,,,,,,
91761,Southern California Edison,SCE,IOU,10,Ontario,San Bernardino County,10,19.3,12.1,7118,0.99863231,,,,,,,,,,,,,,,
91762,Southern California Edison,SCE,IOU,10,Ontario,San Bernardino County,10,19.3,12.1,7118,0.939907781,,,,,,,,,,,,,,,
91763,Southern California Edison,SCE,IOU,10,Montclair,San Bernardino County,10,19.3,12.1,7112,0.998278533,,,,,,,,,,,,,,,
91764,Southern California Edison,SCE,IOU,10,Ontario,San Bernardino County,10,19.3,12.1,7118,0.99342322,,,,,,,,,,,,,,,
91765,Southern California Edison,SCE,IOU,9,Diamond Bar,Los Angeles County,9,16.9,12,3714,0.987395391,,,,,,,,,,,,,,,
91766,Southern California Edison,SCE,IOU,9,Pomona,Los Angeles County,9,16.9,12,3712,0.954449098,,,,,,,,,,,,,,,
91767,Southern California Edison,SCE,IOU,9,Pomona,Los Angeles County,9,16.9,12,3712,0.98951168,,,,,,,,,,,,,,,
91768,Southern California Edison,SCE,IOU,9,Pomona,Los Angeles County,9,16.9,12,3712,0.793405097,,,,,,,,,,,,,,,
91770,Southern California Edison,SCE,IOU,9,Rosemead,Los Angeles County,9,16.9,12,3737,0.860886814,,,,,,,,,,,,,,,
91773,Southern California Edison,SCE,IOU,9,San Dimas,Los Angeles County,9,16.9,12,3711,0.962147014,,,,,,,,,,,,,,,
91775,Southern California Edison,SCE,IOU,9,San Gabriel,Los Angeles County,9,16.9,12,3717,0.998529032,,,,,,,,,,,,,,,
91776,Southern California Edison,SCE,IOU,9,San Gabriel,Los Angeles County,9,16.9,12,3717,0.86125544,,,,,,,,,,,,,,,
91780,Southern California Edison,SCE,IOU,9,Temple City,Los Angeles County,9,16.9,12,3717,0.996570989,,,,,,,,,,,,,,,
91784,Southern California Edison,SCE,IOU,10,Upland,San Bernardino County,10,19.3,12.1,7112,0.979879288,,,,,,,,,,,,,,,
91786,Southern California Edison,SCE,IOU,10,Upland,San Bernardino County,10,19.3,12.1,7112,0.954331958,,,,,,,,,,,,,,,
91789,Southern California Edison,SCE,IOU,9,Walnut,Los Angeles County,9,16.9,12,3713,0.576047441,,,,,,,,,,,,,,,
91790,Southern California Edison,SCE,IOU,9,West Covina,Los Angeles County,9,16.9,12,3715,0.962529591,,,,,,,,,,,,,,,
91791,Southern California Edison,SCE,IOU,9,West Covina,Los Angeles County,9,16.9,12,3715,0.660369322,,,,,,,,,,,,,,,
91792,Southern California Edison,SCE,IOU,9,West Covina,Los Angeles County,9,16.9,12,3715,0.753370183,,,,,,,,,,,,,,,
91801,Southern California Edison,SCE,IOU,9,Alhambra,Los Angeles County,9,16.9,12,3736,0.995320352,,,,,,,,,,,,,,,
91803,Southern California Edison,SCE,IOU,9,Alhambra,Los Angeles County,9,16.9,12,3736,0.994699125,,,,,,,,,,,,,,,
91901,San Diego Gas & Electric,SDGE,IOU,10,Alpine,San Diego County,Inland,13.53333333,12.46666667,7302,0.787068519,,,,,,,,,,,,,,,
91902,San Diego Gas & Electric,SDGE,IOU,7,Bonita,San Diego County,Coastal,11.7,11.96666667,7329,0.915176585,,,,,,,,,,,,,,,
91905,San Diego Gas & Electric,SDGE,IOU,14,Boulevard,San Diego County,Mountain,17.66666667,16.76666667,7302,1,,,,,,,,,,,,,,,
91906,San Diego Gas & Electric,SDGE,IOU,14,Campo,San Diego County,Mountain,17.66666667,16.76666667,7302,0.999973519,,,,,,,,,,,,,,,
91910,San Diego Gas & Electric,SDGE,IOU,7,Chula Vista,San Diego County,Coastal,11.7,11.96666667,7330,0.542780372,,,,,,,,,,,,,,,
91911,San Diego Gas & Electric,SDGE,IOU,7,Chula Vista,San Diego County,Coastal,11.7,11.96666667,7330,0.637179038,,,,,,,,,,,,,,,
91913,San Diego Gas & Electric,SDGE,IOU,7,Chula Vista,San Diego County,Coastal,11.7,11.96666667,7329,0.998352475,,,,,,,,,,,,,,,
91914,San Diego Gas & Electric,SDGE,IOU,10,Chula Vista,San Diego County,Inland,13.53333333,12.46666667,7329,0.998832229,,,,,,,,,,,,,,,
91915,San Diego Gas & Electric,SDGE,IOU,7,Chula Vista,San Diego County,Coastal,11.7,11.96666667,7329,0.980214566,,,,,,,,,,,,,,,
91916,San Diego Gas & Electric,SDGE,IOU,14,Descanso,San Diego County,Mountain,17.66666667,16.76666667,7302,0.999941832,,,,,,,,,,,,,,,
91917,San Diego Gas & Electric,SDGE,IOU,10,Dulzura,San Diego County,Inland,13.53333333,12.46666667,7328,0.985720706,,,,,,,,,,,,,,,
91931,San Diego Gas & Electric,SDGE,IOU,14,Guatay,San Diego County,Mountain,17.66666667,16.76666667,7302,1,,,,,,,,,,,,,,,
91932,San Diego Gas & Electric,SDGE,IOU,7,Imperial Beach,San Diego County,Coastal,11.7,11.96666667,7322,0.831787948,,,,,,,,,,,,,,,
91934,San Diego Gas & Electric,SDGE,IOU,14,Jacumba,San Diego County,Mountain,17.66666667,16.76666667,7302,0.999771653,,,,,,,,,,,,,,,
91935,San Diego Gas & Electric,SDGE,IOU,10,Jamul,San Diego County,Inland,13.53333333,12.46666667,7328,0.972168724,,,,,,,,,,,,,,,
91941,San Diego Gas & Electric,SDGE,IOU,7,La Mesa,San Diego County,Coastal,11.7,11.96666667,7314,0.539260422,,,,,,,,,,,,,,,
91942,San Diego Gas & Electric,SDGE,IOU,7,La Mesa,San Diego County,Coastal,11.7,11.96666667,7314,0.980863111,,,,,,,,,,,,,,,
91945,San Diego Gas & Electric,SDGE,IOU,7,Lemon Grove,San Diego County,Coastal,11.7,11.96666667,7328,0.947545115,,,,,,,,,,,,,,,
91950,San Diego Gas & Electric,SDGE,IOU,7,National City,San Diego County,Coastal,11.7,11.96666667,7330,0.995474281,,,,,,,,,,,,,,,
91962,San Diego Gas & Electric,SDGE,IOU,14,Pine Valley,San Diego County,Mountain,17.66666667,16.76666667,7302,1,,,,,,,,,,,,,,,
91963,San Diego Gas & Electric,SDGE,IOU,14,Potrero,San Diego County,Mountain,17.66666667,16.76666667,7302,0.999082284,,,,,,,,,,,,,,,
91977,San Diego Gas & Electric,SDGE,IOU,10,Spring Valley,San Diego County,Inland,13.53333333,12.46666667,7328,0.877943064,,,,,,,,,,,,,,,
91978,San Diego Gas & Electric,SDGE,IOU,10,Spring Valley,San Diego County,Inland,13.53333333,12.46666667,7329,0.649196832,,,,,,,,,,,,,,,
91980,San Diego Gas & Electric,SDGE,IOU,14,Tecate,San Diego County,Mountain,17.66666667,16.76666667,7302,0.98456174,,,,,,,,,,,,,,,
92003,San Diego Gas & Electric,SDGE,IOU,10,Bonsall,San Diego County,Inland,13.53333333,12.46666667,7302,0.891699808,,,,,,,,,,,,,,,
92004,Southern California Edison,SCE,IOU,15,Borrego Springs,San Diego County,15,45,9.7,7302,0.999729847,,,,,,,,,,,,,,,
92007,San Diego Gas & Electric,SDGE,IOU,7,Cardiff By The Sea,San Diego County,Coastal,11.7,11.96666667,7326,1,,,,,,,,,,,,,,,
92008,San Diego Gas & Electric,SDGE,IOU,7,Carlsbad,San Diego County,Coastal,11.7,11.96666667,7324,0.982061165,,,,,,,,,,,,,,,
92009,San Diego Gas & Electric,SDGE,IOU,7,Carlsbad,San Diego County,Coastal,11.7,11.96666667,7324,0.903701082,,,,,,,,,,,,,,,
92010,San Diego Gas & Electric,SDGE,IOU,7,Carlsbad,San Diego County,Coastal,11.7,11.96666667,7324,0.995061725,,,,,,,,,,,,,,,
92011,San Diego Gas & Electric,SDGE,IOU,7,Carlsbad,San Diego County,Coastal,11.7,11.96666667,7324,0.993987896,,,,,,,,,,,,,,,
92014,San Diego Gas & Electric,SDGE,IOU,7,Del Mar,San Diego County,Coastal,11.7,11.96666667,7326,0.372092988,,,,,,,,,,,,,,,
92019,San Diego Gas & Electric,SDGE,IOU,10,El Cajon,San Diego County,Inland,13.53333333,12.46666667,7307,0.345254062,,,,,,,,,,,,,,,
92020,San Diego Gas & Electric,SDGE,IOU,10,El Cajon,San Diego County,Inland,13.53333333,12.46666667,7313,0.949759727,,,,,,,,,,,,,,,
92021,San Diego Gas & Electric,SDGE,IOU,10,El Cajon,San Diego County,Inland,13.53333333,12.46666667,7307,0.828275325,,,,,,,,,,,,,,,
92024,San Diego Gas & Electric,SDGE,IOU,7,Encinitas,San Diego County,Coastal,11.7,11.96666667,7326,0.99770968,,,,,,,,,,,,,,,
92025,San Diego Gas & Electric,SDGE,IOU,10,Escondido,San Diego County,Inland,13.53333333,12.46666667,7306,0.773092639,,,,,,,,,,,,,,,
92026,San Diego Gas & Electric,SDGE,IOU,10,Escondido,San Diego County,Inland,13.53333333,12.46666667,7302,0.478162065,,,,,,,,,,,,,,,
92027,San Diego Gas & Electric,SDGE,IOU,10,Escondido,San Diego County,Inland,13.53333333,12.46666667,7306,0.951850774,,,,,,,,,,,,,,,
92028,Southern California Edison,SCE,IOU,10,Fallbrook,San Diego County,10,19.3,12.1,7302,0.869415346,,,,,,,,,,,,,,,
92029,San Diego Gas & Electric,SDGE,IOU,10,Escondido,San Diego County,Inland,13.53333333,12.46666667,7325,0.447673842,,,,,,,,,,,,,,,
