building_id,income,annual_kwh,baseline_bill_tou_dr,rate_scenario,s1_upfront,s1_bill,s1_bill_delta,s1_fuel_savings,s1_net_annual_savings,s1_payback,s2_upfront,s2_bill,s2_bill_savings,s2_net_annual_savings,s2_payback,s3_upfront,s3_bill,s3_bill_delta,s3_gas_savings,s3_fuel_savings,s3_net_annual_savings,s3_payback,s4_upfront,s4_bill,s4_bill_delta,s4_gas_savings,s4_fuel_savings,s4_net_annual_savings,s4_payback
178139,high,14545.79604991476,7147.1150504176085,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
178224,high,5973.571934699899,2685.8966914591047,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
17825,high,12162.76027220315,5925.462575830601,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
178283,high,3290.996596628551,1375.9031603832875,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
178299,high,3473.4620230901537,1431.473028695754,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
178374,medium,6786.582253788056,3163.059032117704,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
178425,low,1075.2119299460885,290.87483284005566,tou_dr,10000.0,972.7054734554592,681.8306406154036,2640.0,1958.1693593845964,5.10681057901077,,,,,,,,,,,,,,,,,,,
178500,low,7014.744311035885,2037.141920393896,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
178561,medium,3216.9946199471515,1344.80108714793,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
178571,medium,5561.544804710326,2454.043676079375,tou_dr,10000.0,5600.5195609309685,3146.4758848515935,2640.0,-506.4758848515935,,,,,,,,,,,,,,,,,,,,
178608,high,3192.0661456449443,1444.7247192115822,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
178628,high,5721.634352739265,2507.3265432757,tou_dr,10000.0,3327.060746498956,819.7342032232564,2640.0,1820.2657967767436,5.493703182088909,,,,,,,,,,,,,,,,,,,
17865,medium,2691.71101965149,1113.1715480737062,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
178701,medium,7940.834516378962,3741.007987761966,tou_dr,,,,,,,17198.378869834363,1693.081892010513,2047.926095751453,2047.926095751453,8.397948981417564,,,,,,,,,,,,,,
178842,high,7690.219434668837,3579.4343608066383,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
179059,high,7722.123375967069,3541.4695635718963,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
179122,medium,6366.298551511756,2945.4355151899804,tou_dr,10000.0,3369.497370850941,424.06185566096065,2640.0,2215.9381443390394,4.512761344691215,,,,,,,,,,,,,,,,,,,
179174,medium,6672.378578093296,3041.4520727339072,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
17925,medium,2840.1760119739874,1175.2970171591178,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
17956,high,10052.82278084847,4881.502216399998,tou_dr,,,,,,,19538.444373166392,2416.855552759078,2464.6466636409205,2464.6466636409205,7.927482937575749,54538.44437316639,2579.5665283029834,-2301.935688097015,447.875,2640.0,5389.810688097015,10.118805191731571,55039.4376572628,2536.678457228345,-2344.8237591716534,447.875,2640.0,5432.698759171653,10.131141095269362
1799,medium,3408.3022013818068,1436.0653222221497,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
180260,high,6570.8255106401775,2935.096486950946,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
180326,medium,3264.903531375329,1366.5210403283156,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
180346,medium,2872.7102867087765,1205.2293399048742,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
180651,low,4800.567474976813,1289.1976736085237,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
180718,medium,9302.52362043795,4484.789956002735,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
180918,high,10517.096793548346,5044.557172907699,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
180946,high,6192.142563169015,2775.390755711352,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
180958,medium,2357.6310946346075,974.1637220755366,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
181239,low,1816.697614800522,473.2813716977199,tou_dr,,,,,,,,,,,,,,,,,,,,,,,,,
181266,low,7935.88584968323,2371.283925105468,tou_dr,10000.0,3744.0916811290126,1372.8077560235447,2640.0,1267.1922439764553,7.891462441894335,17192.895788125537,1068.024063546663,1303.259861558805,1303.259861558805,13.192223819094247,57227.79549673648,2416.830353642953,45.5464285374851,447.875,2640.0,3042.328571462515,18.810524291669722,58516.07477679344,2343.4024226924257,-27.8815024130422,447.875,2640.0,3115.756502413042,18.780695709525062
