building_id,puma,income,is_care,annual_kwh,scaling_factor,cec_cz,tou_d_4_9_bill,tou_d_4_9_f_bill,F0_WF0_ROE0_bill,F0_WF0_ROE1.0_bill,F0_WF1_ROE0_bill,F50_WF0_ROE0_bill,F50_WF1_ROE1.0_bill,F100_WF0_ROE0_bill
100005,G06005924,high,False,11860.042,0.8648656126453748,8,4980.101404000003,4712.47943,4971.4497027,4905.159168899999,4071.1266127999993,4347.606782600001,3381.2094413000013,3724.0087501999997
100017,G06003760,low,True,1657.437,0.8536704995961909,6,387.60306432500084,407.0208755000004,376.19269249500013,370.19934751500017,294.6083455350001,464.514504255,376.9349489775,552.8602861425001
100062,G06003739,high,False,2296.21,0.995376512581759,9,784.3807999999982,966.2589299999997,772.9096434000002,760.6010029,605.3301793000002,1405.9179024,1226.0190591,2038.9723779000003
100064,G06007111,medium,False,3148.42,0.8407500276235722,10,1068.5220099999972,1210.3462700000002,1057.0679049000003,1040.2240029000002,827.7445356999997,1584.1507997999997,1337.9697219999998,2111.2984504
100096,G06005926,high,False,10550.974,0.8648656126453748,8,4181.494478000003,3975.398700000006,4169.8516652,4113.572588299999,3403.603410800001,3775.8198183000004,2953.2093163000004,3382.0022504
100118,G06005912,high,False,4350.091,0.8536704995961909,6,1502.167637000001,1587.5133600000001,1490.4559071999997,1467.3506146999994,1175.8835509999994,1871.2927786999999,1533.5647140000003,2252.2258321000004
100153,G06003718,high,False,6118.508,0.995376512581759,9,2191.227766000004,2193.45789,2179.738979700001,2146.928280500001,1733.0365562000002,2333.898551,1854.3625595,2488.1860482
100162,G06003772,high,False,6364.802,0.995376512581759,9,2285.674704000005,2276.3290099999995,2276.7704748000006,2242.5286601000007,1810.6573142000002,2397.6405233999994,1897.2592198000002,2518.6435509000003
100163,G06007101,low,True,3515.2509999999997,1.0497359105206039,14,810.2621834750005,770.7408455000009,799.2605648475002,786.5242028775001,625.9953432374999,730.3187029725001,544.2896167199999,661.4244728099999
100178,G06006502,medium,False,5599.6720000000005,1.4172145412832236,15,2052.8322639999988,2079.447679999999,2041.9399470000005,2010.9069189000004,1619.8520651000001,2238.3875221000003,1785.2845969999998,2434.9273442
100205,G06007101,low,True,8226.082,1.0497359105206039,14,2114.71891895,1925.7464675000008,2104.364221065001,2073.9616534575007,1690.9782477975007,1623.5148261375007,1179.7634023649998,1142.7832092600001
100216,G06007101,medium,False,2465.49,1.0497359105206039,14,829.0054800000025,1002.9274500000024,816.2264758000001,803.1760178,638.5772113999999,1431.9544775,1241.2499186999999,2047.7391613000002
100229,G06008303,medium,False,2461.535,0.8536704995961909,6,969.8929949999996,1144.0008499999976,959.2750604999998,944.8307468999999,763.2210262,1543.5154392,1333.0709458,2127.7675279
100290,G06003737,low,True,4182.468,0.995376512581759,9,1001.4513360499998,940.7625387500002,990.2885536800001,974.6457330374998,777.5544928500001,853.64529624,625.28523111,717.0571091475001
100302,G06011102,high,False,7811.946,0.995376512581759,9,,,3553.1505101000002,3509.4490893999996,2959.1769201,3454.7793540000002,2817.1916924,3356.5321513
100326,G06005921,low,True,11280.612000000001,0.8648656126453748,8,3068.344730450006,2782.4673147499984,3049.1886882599997,3008.2380867449997,2492.734912222501,2322.8967591225,1725.6155781150005,1596.8204307224994
10034,G06007119,low,True,4001.501,0.8407500276235722,10,943.6123282249997,888.6647089999997,933.011574075,918.2213417475,731.8951204274998,816.2953649775001,600.4028939625,699.6336442424999
100394,G06003717,high,False,7424.758,0.995376512581759,9,2756.7193360000024,2697.5557099999946,2745.394798400002,2705.3905504000013,2200.7375813000012,2731.5165535000006,2146.8149425999995,2717.7878151
10042,G06003718,low,True,4533.7970000000005,0.995376512581759,9,1081.250182325001,1009.4154724999999,1069.9566318000002,1053.0778201425003,840.4587874124999,904.5571289174999,658.2070873124999,739.2161928825001
100464,G06011104,low,True,4628.2919999999995,0.8536704995961909,6,,,1375.304795685,1358.413988535,1145.410991235,1209.208484025,962.4107169449999,1043.166456675
10050,G06005919,high,False,3651.824,0.8648656126453748,8,1247.5885980000003,1365.7528700000014,1235.8017496999996,1216.1848818999995,968.7665448999996,1698.1906642000001,1411.5320512000003,2160.6573110000004
100576,G06006507,high,False,3779.1760000000004,0.8407500276235722,10,1331.216892,1443.3956200000014,1320.1490750000003,1299.2809915000003,1036.2953456000002,1753.7223043000001,1449.0030751000002,2187.3583644000005
100586,G06011109,medium,False,5182.257,0.8536704995961909,6,,,2364.8273005,2335.7171259,1969.4943532,2607.2163697,2182.8676861,2849.6892392000004
100611,G06005917,low,True,7457.178,0.8648656126453748,8,1936.5092273000032,1771.9302552499987,1924.6406286825006,1897.5816654075006,1556.1914181300006,1520.8359378750001,1125.2920732874995,1117.1296381049997
100621,G06006507,low,True,5373.341,0.8407500276235722,10,1287.078511474999,1188.6092682500034,1276.6376559824996,1257.1632583874996,1011.4415245350001,1049.96662353,765.2641910850001,823.3656632325
100629,G06003739,high,False,11307.524,0.995376512581759,9,4616.758728000001,4375.1051000000025,4604.546503099999,4541.6116444,3749.069494500001,4057.580121000002,3139.276201800001,3510.8445565
100631,G06003754,high,False,6479.499,0.995376512581759,9,2362.7875930000023,2348.051140000001,2350.5313494000015,2315.3677539000014,1871.873083300001,2449.8908378999995,1936.0470866999997,2549.3704165000004
10065,G06011109,high,False,9999.932,0.8536704995961909,6,,,4447.8642648000005,4393.249944099999,3704.3652000999996,4092.8973113,3294.7417802,3738.1018104000004
100675,G06005920,high,False,9387.752,0.8648656126453748,8,3964.749524000002,3813.325179999998,3956.325411,3902.5755482000004,3225.7090209000007,3623.610154000001,2839.297897300001,3291.015486999999
