building_id,puma,income,is_care,annual_kwh,scaling_factor,tou_dr_bill,tou_dr_f_bill,F0_WF0_ROE0_bill,F0_WF0_ROE1.0_bill,F0_WF1_ROE0_bill,F50_WF0_ROE0_bill,F50_WF1_ROE1.0_bill,F100_WF0_ROE0_bill,assigned_pv,assigned_battery,assigned_ev,assigned_hp,ev_daily_miles,baseline_gas_therms,gas_savings_therms,grid_import_kwh_s1_ev,grid_export_kwh_s1_ev,export_value_s1_ev,self_consumption_kwh_s1_ev,self_sufficiency_s1_ev,F0_WF0_ROE0_bill_s1_ev,F0_WF0_ROE1.0_bill_s1_ev,F0_WF1_ROE0_bill_s1_ev,F50_WF0_ROE0_bill_s1_ev,F50_WF1_ROE1.0_bill_s1_ev,F100_WF0_ROE0_bill_s1_ev,tou_dr_bill_s1_ev,tou_dr_f_bill_s1_ev,pv_size_kw_s2,grid_import_kwh_s2_pv_stor,grid_export_kwh_s2_pv_stor,export_value_s2_pv_stor,self_consumption_kwh_s2_pv_stor,self_sufficiency_s2_pv_stor,F0_WF0_ROE0_bill_s2_pv_stor,F0_WF0_ROE1.0_bill_s2_pv_stor,F0_WF1_ROE0_bill_s2_pv_stor,F50_WF0_ROE0_bill_s2_pv_stor,F50_WF1_ROE1.0_bill_s2_pv_stor,F100_WF0_ROE0_bill_s2_pv_stor,tou_dr_bill_s2_pv_stor,tou_dr_f_bill_s2_pv_stor,pv_size_kw_s3,annual_kwh_s3,grid_import_kwh_s3_pv_stor_ev,grid_export_kwh_s3_pv_stor_ev,export_value_s3_pv_stor_ev,self_consumption_kwh_s3_pv_stor_ev,self_sufficiency_s3_pv_stor_ev,F0_WF0_ROE0_bill_s3_pv_stor_ev,F0_WF0_ROE1.0_bill_s3_pv_stor_ev,F0_WF1_ROE0_bill_s3_pv_stor_ev,F50_WF0_ROE0_bill_s3_pv_stor_ev,F50_WF1_ROE1.0_bill_s3_pv_stor_ev,F100_WF0_ROE0_bill_s3_pv_stor_ev,tou_dr_bill_s3_pv_stor_ev,tou_dr_f_bill_s3_pv_stor_ev
514296,G06007301,high,False,8705.024,0.7130643653791515,4108.719880788134,3900.3205569752413,4108.744632488133,4032.112456088132,3660.3409731881316,3907.5024204881315,3382.681228888132,3706.539289588132,0,0,1,0,12.04664293998441,9.373980754333088,9.373980754333088,10170.698891031436,0.0,0.0,0.0,0.0,4811.544175387757,4723.238400424154,4294.479469987024,4410.4369134800145,3805.1959476055595,4009.6701705512537,4811.553475531806,4508.676748243031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514356,G06007330,medium,False,4423.645,0.7130643653791515,1850.2148940488066,1915.8672307222719,1850.220093118811,1811.595228318811,1624.1602478188108,2295.603419218811,2031.018648018811,2741.116667218811,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51442,G06007325,low,True,4533.235000000001,0.8407500276235722,1202.9621756928414,1246.6109789211823,1202.9738542737412,1177.7185105377414,1055.2037877807413,1214.3547098667414,1041.3962860887414,1225.8303259647414,1,1,0,0,0.0,48.94271339109392,48.94271339109392,,,,,,,,,,,,,,2.1077577216232366,1802.2553860196558,1157.4905894849765,770.39586112904,2922.420910515024,0.6446656549936245,0.0,0.0,0.0,441.1308,441.1308,882.2616,0.0,73.32864,,,,,,,,,,,,,,,
51467,G06007328,medium,False,6635.361,0.8407500276235722,2967.191278350002,2897.2396507894305,2967.207935049999,2908.944464549999,2626.276037249999,3078.5063541499994,2679.4625404499984,3190.0024420499985,1,1,0,0,0.0,100.58168355848298,100.58168355848298,,,,,,,,,,,,,,3.0851551670071546,2093.2621764504,1138.5588625766484,774.4742505258507,4833.266037423351,0.728410411645026,37.979421628095906,21.569103231112877,0.0,1102.8264,1102.8264,2205.6528,37.99919075925072,295.15596,,,,,,,,,,,,,,,
514688,G06007330,medium,False,6729.658,0.7130643653791515,3068.7452852881274,2987.738160675239,3068.7717756881316,3009.500470988132,2722.0526814881323,3163.2874590881324,2757.4943074881317,3258.008044488132,1,1,1,0,6.417077506527736,97.99906215893641,97.99906215893641,7510.4024299608745,0.0,0.0,0.0,0.0,3443.1432218086243,3377.653555102214,3059.849352652415,3431.193600103004,2982.5619641926664,3419.481607492642,3443.1348703477092,3311.8009597795412,3.1289991834492556,2124.441651152202,1143.6050205329523,775.1776872400487,4913.087179467048,0.7300649125805573,57.5907522471764,40.87775737593756,0.0,1102.8264,1102.8264,2205.6528,57.60579105545844,295.15596,3.1289991834492556,7510.4024299608745,2851.9527688123662,1115.6157829740957,772.8493095807153,4941.076417025904,0.657897690983204,336.16434316803225,313.6421638632205,203.95738027392292,1102.8264,1102.8264,2205.6528,336.19351369936794,476.8370352314341
51491,G06007327,high,False,7791.868,0.7130643653791515,3643.0324897081277,3493.2218208952363,3643.0636998881323,3574.194338888132,3240.1704928881322,3574.272112288132,3102.7367560881316,3505.683766388132,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514921,G06007311,high,False,9182.206,0.7130643653791515,4365.0658515281375,4125.340746175243,4365.089817088132,4284.207602988132,3891.6313195881326,4090.9542037881315,3536.773657988132,3817.1440030881317,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514969,G06007326,high,False,8667.153999999999,0.7130643653791515,4123.677020618134,3917.160900865238,4123.696394288132,4046.8468087881315,3673.842149488132,3918.220339988132,3391.670124288132,3713.0287071881316,1,1,1,0,44.512113924157504,94.79704677542367,94.79704677542367,14082.794527439164,0.0,0.0,0.0,0.0,6720.527185674946,6600.543878045317,6016.971696352821,5776.55361673351,4952.8538821100265,4833.091481073099,6720.633632913648,6165.025324762037,4.029850816910598,2704.204728642701,1454.9486312672525,801.5229529238181,6345.489968732747,0.7321307511938461,252.66511691696724,231.95097746473652,131.1011801129821,1102.8264,1102.8264,2205.6528,252.67742244658734,396.34638630982334,4.029850816910598,14082.794527439164,7757.062674296354,1123.203268706925,778.6954439711723,6677.2353312930745,0.4741413586829682,2408.152832937096,2347.3016365871067,2050.5437222401806,2470.2210320490185,2051.458265064419,2532.743848946848,2408.2766111937485,2260.367672975754
514994,G06007324,high,False,25078.85,0.7130643653791515,12918.131331268141,11653.321658075241,12918.263405688132,12694.360534588131,11608.358459488132,10211.693171388131,8678.506063588133,7505.933431888132,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515053,G06007314,low,True,2684.1679999999997,0.7130643653791515,704.0107340469011,759.3774329189981,704.0150319132001,689.1370488071999,616.9542389892,891.9493426542,790.0483995732002,1079.9324405322,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
